account_id,txn_count,total_amount,avg_txn_amount,avg_balance,first_txn,last_txn
687,188,845196.0,4495.723404255319,20487.934574468087,1996-06-02,1998-12-17
688,350,540299.0,1543.7114285714285,24127.754857142856,1993-11-25,1998-12-11
689,287,2422880.0,8442.090592334494,54655.01602787456,1996-04-24,1998-12-18
690,149,1165276.0,7820.644295302013,32688.302684563754,1996-07-11,1998-12-17
691,152,372173.0,2448.5065789473683,17194.92105263158,1996-02-21,1998-12-14
692,158,1033759.0,6542.778481012659,28841.830379746836,1996-10-02,1998-12-12
693,310,2094157.0,6755.345161290323,36330.558387096775,1994-06-06,1998-12-12
694,133,318996.0,2398.466165413534,29623.76842105263,1996-09-04,1998-12-13
695,173,1611973.0,9317.763005780347,33348.998265895956,1996-04-21,1998-12-18
696,61,128128.0,2100.4590163934427,40085.113114754095,1997-11-09,1998-12-11
697,398,3299524.0,8290.261306532664,54559.81432160804,1993-02-23,1998-12-15
698,141,879057.0,6234.446808510638,36575.65177304965,1996-09-29,1998-12-13
699,346,4886205.0,14121.979768786126,67368.16543352601,1993-09-17,1998-12-17
700,355,622249.0,1752.8140845070423,24575.162535211264,1994-06-01,1998-12-13
701,343,861404.0,2511.3819241982505,33076.37259475219,1993-06-08,1998-12-18
702,297,549031.0,1848.5892255892256,15533.708754208754,1993-06-23,1998-12-14
703,54,103658.0,1919.5925925925926,30377.91111111111,1997-12-21,1998-12-14
704,477,2673017.0,5603.809224318658,34848.22536687631,1993-01-01,1998-12-12
705,89,249490.0,2803.258426966292,21879.308988764045,1997-07-14,1998-12-13
706,135,1233215.0,9134.925925925925,35887.6162962963,1996-05-07,1998-12-11
708,30,70800.0,2360.0,17973.333333333332,1996-03-30,1998-11-15
709,279,2863520.0,10263.512544802867,48543.9605734767,1994-07-25,1998-12-01
710,243,481902.0,1983.1358024691358,17852.696296296297,1994-09-02,1998-12-10
711,311,1276380.0,4104.11575562701,36338.50321543408,1994-07-06,1998-12-15
712,146,2228613.0,15264.472602739726,67241.77047945205,1996-12-01,1998-12-17
713,112,285352.0,2547.785714285714,12689.400892857142,1996-10-15,1998-12-12
714,116,285111.0,2457.853448275862,17261.825,1996-11-04,1998-12-10
715,203,959819.0,4728.172413793103,33153.13349753695,1996-08-08,1998-12-14
716,249,2134474.0,8572.184738955822,44079.58714859437,1994-09-25,1998-12-14
717,388,2999425.0,7730.476804123711,41383.73530927835,1993-04-24,1998-12-14
718,277,2770573.0,10002.068592057762,48766.73718411552,1996-03-03,1998-12-18
719,354,488433.0,1379.7542372881355,29329.331920903955,1993-12-21,1998-12-18
720,211,564861.0,2677.0663507109007,22348.144075829387,1995-07-20,1998-12-11
721,307,408955.0,1332.1009771986971,20850.04788273616,1993-08-29,1998-12-14
722,94,921385.0,9801.968085106382,34565.93936170213,1997-05-04,1998-12-11
725,167,273719.0,1639.0359281437127,29665.600598802394,1996-07-08,1998-12-13
726,306,756270.0,2471.470588235294,24497.42483660131,1994-02-03,1998-12-08
727,11,35400.0,3218.181818181818,21936.363636363636,1997-12-25,1998-11-20
728,222,658356.0,2965.5675675675675,20072.31171171171,1995-11-28,1998-12-10
729,124,115069.0,927.9758064516129,19165.299193548388,1997-02-15,1998-12-14
730,412,5678509.0,13782.788834951456,60505.02453883495,1993-08-28,1998-12-03
731,189,329967.0,1745.857142857143,14606.36931216931,1995-07-11,1998-12-13
732,170,1123031.0,6606.064705882353,31531.765882352942,1996-06-07,1998-12-14
733,273,3936126.0,14418.043956043955,65062.65454212455,1995-05-17,1998-12-10
734,154,211168.0,1371.2207792207791,16431.22142857143,1996-04-08,1998-12-13
735,67,154315.0,2303.208955223881,24465.968656716417,1997-09-17,1998-12-13
736,46,84162.0,1829.608695652174,17780.771739130436,1997-12-07,1998-12-14
737,277,538642.0,1944.5559566787003,22373.764620938626,1993-12-08,1998-12-12
738,509,3291787.0,6467.165029469548,67698.45854616896,1993-06-21,1998-12-13
739,177,1659654.0,9376.57627118644,47838.63785310735,1996-03-18,1998-12-13
740,104,119319.0,1147.298076923077,21545.405769230772,1994-04-04,1998-11-09
741,308,987270.0,3205.4220779220777,46305.81136363636,1994-07-14,1998-12-16
742,287,486778.0,1696.0905923344949,20913.759930313587,1994-01-28,1998-12-12
743,295,538191.0,1824.3762711864406,23061.181694915253,1993-11-05,1998-12-07
744,362,777271.0,2147.157458563536,23974.981767955804,1993-03-06,1998-12-13
745,63,121226.0,1924.2222222222222,23054.409523809525,1997-10-09,1998-12-14
746,195,419064.0,2149.0461538461536,24405.813846153847,1995-05-10,1998-12-14
747,367,730216.0,1989.6893732970027,21264.381471389646,1993-08-09,1998-12-11
748,401,1669508.0,4163.361596009975,46135.44463840399,1993-04-08,1998-12-08
749,164,420004.0,2561.0,33503.60182926829,1997-03-23,1998-12-16
750,370,2310321.0,6244.110810810811,45765.01459459459,1993-09-12,1998-12-15
751,333,576448.0,1731.0750750750751,21825.265165165165,1993-05-12,1998-12-12
752,121,568131.0,4695.297520661157,17950.07520661157,1997-01-10,1998-12-12
753,151,361072.0,2391.205298013245,20696.956953642384,1996-08-14,1998-12-11
754,245,512278.0,2090.930612244898,26078.082448979592,1995-06-08,1998-12-16
755,82,758573.0,9250.890243902439,46592.69024390244,1997-09-27,1998-12-11
756,64,109618.0,1712.78125,55140.290625,1995-01-13,1998-11-23
757,407,1073583.0,2637.796068796069,48342.62874692874,1993-07-19,1998-12-11
758,12,42800.0,3566.6666666666665,20166.666666666668,1997-12-19,1998-11-14
759,389,555578.0,1428.2210796915167,48720.949100257065,1993-08-01,1998-12-13
760,126,431899.0,3427.7698412698414,28235.964285714286,1997-05-24,1998-12-13
761,93,135619.0,1458.268817204301,40521.44946236559,1994-04-09,1998-11-14
762,182,447385.0,2458.1593406593406,16817.057142857142,1995-10-18,1998-12-13
763,259,1184446.0,4573.150579150579,30866.63976833977,1995-02-23,1998-12-10
764,357,878755.0,2461.4985994397757,24573.916806722693,1993-01-08,1998-12-10
765,114,252023.0,2210.7280701754385,45007.895614035086,1996-12-20,1998-12-17
766,179,1357168.0,7581.944134078212,53592.239664804474,1996-04-21,1998-12-12
767,389,1834147.0,4715.030848329049,36188.9087403599,1995-03-26,1998-12-12
768,87,202622.0,2328.9885057471265,25549.75057471264,1997-07-03,1998-12-11
770,120,538652.0,4488.766666666666,33238.77416666666,1996-09-24,1998-12-13
771,224,1498287.0,6688.78125,35727.31294642857,1996-01-22,1998-12-12
772,555,3639161.0,6557.046846846847,59300.1418018018,1993-01-21,1998-12-14
773,452,1863768.0,4123.380530973452,37210.668584070794,1993-06-19,1998-12-14
774,416,952125.0,2288.762019230769,32655.855528846154,1993-06-08,1998-12-18
775,319,2051697.0,6431.652037617555,56511.12946708464,1994-12-18,1998-12-12
776,232,1249374.0,5385.232758620689,61634.44784482759,1996-05-18,1998-12-18
777,78,1254980.0,16089.48717948718,73312.63589743589,1997-12-28,1998-12-14
778,27,77800.0,2881.4814814814813,26496.296296296296,1996-10-26,1998-12-15
779,127,937784.0,7384.1259842519685,30470.826771653545,1996-08-13,1998-12-05
780,176,1384154.0,7864.511363636364,35215.14318181818,1996-04-26,1998-12-14
781,221,276538.0,1251.3031674208146,15413.488687782805,1995-02-19,1998-12-13
782,73,691265.0,9469.383561643835,58102.76164383561,1997-10-30,1998-12-12
783,52,122997.0,2365.326923076923,22246.088461538464,1997-09-08,1998-12-18
784,473,2784082.0,5886.00845665962,34638.45517970402,1994-04-19,1998-12-14
785,106,930409.0,8777.443396226416,43839.09056603773,1997-08-09,1998-12-12
786,267,1462997.0,5479.389513108615,55156.36666666667,1995-08-12,1998-12-14
787,371,932439.0,2513.3126684636118,20814.42614555256,1993-11-14,1998-12-11
788,139,304151.0,2188.136690647482,23345.794964028777,1996-06-25,1998-12-14
789,293,594399.0,2028.665529010239,17903.810238907852,1995-02-06,1998-12-15
790,402,3721805.0,9258.221393034826,45731.2042039801,1993-05-11,1998-12-11
791,161,330945.0,2055.55900621118,18508.706832298136,1995-12-14,1998-12-13
792,103,139681.0,1356.126213592233,27074.52330097087,1997-08-13,1998-12-14
793,496,484657.0,977.1310483870968,23188.44697580645,1993-01-03,1998-12-16
794,90,106011.0,1177.9,15576.957777777778,1997-04-24,1998-12-14
795,265,651824.0,2459.71320754717,41996.7679245283,1995-01-27,1998-12-08
796,56,373991.0,6678.410714285715,37500.36964285715,1997-02-13,1998-12-11
797,128,1851881.0,14467.8203125,50517.5765625,1996-11-20,1998-12-18
798,181,275860.0,1524.0883977900553,34316.45027624309,1996-04-22,1998-12-13
799,39,71550.0,1834.6153846153845,16012.005128205126,1993-10-10,1996-08-25
800,68,137327.0,2019.514705882353,25882.101470588237,1997-12-06,1998-12-15
801,93,229544.0,2468.2150537634407,17149.31182795699,1997-07-23,1998-12-14
802,239,484547.0,2027.3933054393306,34581.789539748956,1994-12-20,1998-12-12
803,201,2510289.0,12489.0,41953.45671641792,1995-09-09,1998-12-03
804,211,614292.0,2911.3364928909955,43738.78104265403,1996-02-06,1998-12-10
805,119,837094.0,7034.403361344538,28645.904201680674,1996-12-02,1998-12-16
806,111,163827.0,1475.918918918919,18138.076576576575,1996-10-29,1998-12-15
807,248,2063554.0,8320.782258064517,37503.590725806454,1995-06-13,1998-12-08
808,266,1359828.0,5112.1353383458645,19420.926315789475,1995-06-13,1998-12-12
809,190,1498028.0,7884.357894736842,22977.43947368421,1995-12-20,1998-12-09
810,183,339657.0,1856.049180327869,19416.615846994537,1995-11-11,1998-12-14
811,87,1071000.0,12310.344827586207,56385.78045977012,1997-08-01,1998-12-14
812,155,1183680.0,7636.645161290323,35430.695483870964,1996-08-30,1998-12-18
813,389,1914769.0,4922.285347043702,36151.537532133676,1993-02-10,1998-12-11
814,154,352042.0,2285.987012987013,23382.50974025974,1996-10-06,1998-12-13
815,311,366998.0,1180.0578778135048,16401.21736334405,1993-08-25,1998-12-13
816,492,5550425.0,11281.35162601626,70384.00695121952,1993-08-05,1998-12-16
817,359,2619851.0,7297.6350974930365,31274.961559888576,1994-03-18,1998-12-14
819,212,1806152.0,8519.584905660377,43580.74245283019,1995-04-22,1998-12-12
820,243,1004733.0,4134.7037037037035,44239.2670781893,1995-11-04,1998-12-17
821,219,297408.0,1358.027397260274,21005.171689497714,1996-03-16,1998-12-14
822,122,344156.0,2820.9508196721313,19922.627049180326,1996-10-04,1998-12-10
823,71,77383.0,1089.9014084507041,19467.432394366195,1997-09-19,1998-12-09
824,178,615898.0,3460.1011235955057,31835.939325842697,1996-03-21,1998-12-11
825,217,1206186.0,5558.460829493088,33836.18617511521,1996-03-06,1998-12-14
826,177,503013.0,2841.8813559322034,21429.734463276836,1996-10-05,1998-12-17
827,150,208620.0,1390.8,20637.238666666664,1996-02-23,1998-12-12
828,119,653811.0,5494.210084033613,28116.73445378151,1997-02-12,1998-12-14
829,104,139492.0,1341.2692307692307,22252.642307692306,1996-11-10,1998-12-14
830,316,2503938.0,7923.854430379747,56559.10727848101,1993-02-08,1998-12-09
831,114,173231.0,1519.5701754385964,15510.730701754386,1996-09-18,1998-12-07
832,139,182621.0,1313.820143884892,15857.738848920864,1996-05-24,1998-12-12
833,121,290148.0,2397.9173553719006,18834.214876033056,1996-08-29,1998-12-09
834,85,154841.0,1821.6588235294118,15111.875294117646,1997-05-23,1998-12-17
836,163,436641.0,2678.7791411042945,25718.966871165645,1996-07-28,1998-12-12
837,365,2915690.0,7988.191780821918,43907.36794520548,1993-09-18,1998-12-12
838,68,124028.0,1823.9411764705883,21187.11911764706,1993-10-23,1998-11-26
839,253,2465886.0,9746.584980237154,59590.606324110675,1995-01-17,1998-12-12
840,184,1756520.0,9546.304347826086,44650.71793478261,1996-03-12,1998-12-14
841,330,689812.0,2090.339393939394,31647.254242424242,1993-11-04,1998-12-16
842,204,431654.0,2115.950980392157,16468.38039215686,1995-04-07,1998-12-12
843,136,147211.0,1082.4338235294117,19198.826470588236,1997-04-09,1998-12-14
844,373,5659163.0,15172.018766756033,54318.640214477215,1994-04-28,1998-12-17
845,55,579005.0,10527.363636363636,50216.152727272725,1997-12-27,1998-12-18
846,224,2702480.0,12064.642857142857,65280.35758928571,1996-03-09,1998-12-09
847,145,427261.0,2946.6275862068965,30729.26137931035,1996-07-21,1998-12-14
848,211,607317.0,2878.2796208530804,32963.51611374408,1996-06-16,1998-12-13
849,130,1041180.0,8009.076923076923,27008.216153846155,1996-01-01,1998-12-16
850,114,1342737.0,11778.394736842105,32961.95438596491,1997-03-07,1998-12-15
851,357,3371288.0,9443.3837535014,50386.17848739496,1994-09-23,1998-12-10
852,55,70940.0,1289.8181818181818,16285.712727272727,1997-10-23,1998-12-13
853,212,1171565.0,5526.25,43506.079716981134,1996-03-20,1998-12-08
854,510,1414317.0,2773.170588235294,26357.173725490196,1993-09-21,1998-12-17
855,331,1774125.0,5359.894259818731,40424.867069486405,1994-03-28,1998-12-09
856,259,929955.0,3590.5598455598456,42186.6861003861,1996-03-03,1998-12-18
857,281,559454.0,1990.9395017793595,19405.900355871887,1993-09-16,1998-12-14
858,161,1416184.0,8796.173913043478,42081.45900621118,1996-07-13,1998-12-08
859,114,359387.0,3152.5175438596493,29497.14385964912,1997-08-26,1998-12-12
860,396,1993115.0,5033.118686868687,27797.85101010101,1993-03-19,1998-12-12
861,411,2505603.0,6096.3576642335765,29739.552554744525,1993-09-13,1998-12-16
862,444,6761866.0,15229.427927927927,70587.38849099098,1993-02-02,1998-12-15
863,488,5861013.0,12010.272540983606,66945.85040983607,1993-05-16,1998-12-17
864,85,227769.0,2679.635294117647,22310.22,1997-07-08,1998-12-07
865,165,212753.0,1289.4121212121213,20947.17393939394,1996-03-18,1998-12-14
866,627,1977742.0,3154.2934609250397,35312.00685805423,1993-01-10,1998-12-12
867,81,747129.0,9223.814814814816,32628.50987654321,1997-11-09,1998-12-10
868,98,394298.0,4023.4489795918366,21063.524489795916,1997-05-26,1998-12-12
869,16,41300.0,2581.25,15600.0,1996-07-15,1997-10-08
870,237,705382.0,2976.2953586497893,22704.318143459917,1995-03-27,1998-12-06
871,142,1488832.0,10484.732394366198,46756.58873239436,1996-09-02,1998-12-14
872,122,302237.0,2477.3524590163934,37481.29098360656,1997-01-18,1998-12-12
873,147,353022.0,2401.5102040816328,16957.932653061223,1997-04-26,1998-12-17
874,204,1204434.0,5904.088235294118,26647.71323529412,1996-03-23,1998-12-14
875,202,533855.0,2642.8465346534654,32902.83663366337,1995-05-17,1998-12-17
876,54,159023.0,2944.8703703703704,13771.45,1997-10-26,1998-12-12
877,190,436715.0,2298.5,35487.25210526316,1996-05-29,1998-12-17
878,173,1496213.0,8648.630057803468,42231.49884393063,1996-06-29,1998-12-12
879,78,106226.0,1361.871794871795,13347.553846153845,1997-06-04,1998-12-10
880,127,888570.0,6996.614173228347,41731.36692913385,1996-12-08,1998-12-09
882,385,1723800.0,4477.402597402597,31304.714545454546,1993-03-06,1998-12-10
883,431,2129817.0,4941.570765661253,32750.66102088167,1993-12-17,1998-12-14
884,297,403440.0,1358.3838383838383,20900.77676767677,1993-12-07,1998-12-07
885,441,2934764.0,6654.793650793651,63989.57256235828,1993-06-25,1998-12-10
886,384,2625175.0,6836.393229166667,59535.390625,1993-06-23,1998-12-13
887,302,606204.0,2007.2980132450332,17830.99139072848,1993-05-05,1998-12-14
888,125,301057.0,2408.456,23617.7512,1996-10-28,1998-12-13
889,47,95529.0,2032.531914893617,23507.30425531915,1997-12-22,1998-12-10
890,378,1125662.0,2977.941798941799,25105.414550264548,1993-02-05,1998-12-10
891,146,333490.0,2284.178082191781,27468.070547945204,1996-05-23,1998-12-13
892,414,813611.0,1965.243961352657,25448.9845410628,1993-03-20,1998-12-09
893,214,2064669.0,9647.985981308411,67352.44018691589,1995-04-12,1998-12-16
894,190,525293.0,2764.7,17688.01842105263,1995-08-27,1998-12-18
895,179,188705.0,1054.217877094972,16341.81340782123,1996-03-12,1998-12-13
896,222,854980.0,3851.261261261261,24904.746396396396,1995-06-11,1998-12-13
897,490,4781869.0,9758.916326530612,53687.425061224494,1993-04-26,1998-12-17
898,216,1262547.0,5845.125,38910.411574074074,1996-03-27,1998-12-18
899,305,2303650.0,7552.950819672131,31917.989836065575,1993-06-21,1998-12-07
900,294,1104862.0,3758.0340136054424,20387.297278911567,1994-04-26,1998-12-11
901,270,468641.0,1735.7074074074073,27847.003703703704,1994-07-10,1998-12-12
902,486,1177940.0,2423.7448559670784,25980.14650205761,1993-06-29,1998-12-12
903,324,512250.0,1581.0185185185185,19327.515123456793,1993-12-10,1998-12-12
904,269,2233202.0,8301.866171003718,60412.29776951673,1994-03-20,1998-12-13
905,149,478030.0,3208.2550335570468,18628.79395973154,1996-12-11,1998-12-13
906,41,65475.0,1596.9512195121952,14298.609756097561,1997-12-27,1998-12-08
907,351,510414.0,1454.1709401709402,21965.89544159544,1993-07-09,1998-12-12
908,269,603009.0,2241.6691449814125,28924.637174721192,1994-04-29,1998-12-18
909,63,75662.0,1200.984126984127,15133.298412698414,1997-09-02,1998-12-14
910,103,207575.0,2015.2912621359224,29530.929126213596,1997-02-03,1998-12-12
911,160,1214738.0,7592.1125,46854.993125,1996-08-12,1998-12-05
912,85,123913.0,1457.8,18676.09882352941,1997-04-27,1998-12-18
913,228,957222.0,4198.3421052631575,35767.74342105263,1996-05-10,1998-12-14
914,288,403225.0,1400.0868055555557,17790.919444444444,1993-11-14,1998-12-14
915,328,3939359.0,12010.240853658537,51314.37195121951,1995-01-18,1998-12-12
916,154,938116.0,6091.662337662337,27925.856493506497,1996-08-13,1998-12-09
917,206,681392.0,3307.7281553398057,36992.91796116505,1995-10-13,1998-12-13
918,125,880296.0,7042.368,35472.706399999995,1996-08-23,1998-12-11
919,113,491448.0,4349.097345132744,35477.04247787611,1997-03-03,1998-12-13
920,137,284688.0,2078.014598540146,16740.230656934305,1996-09-05,1998-12-10
921,158,339069.0,2146.006329113924,28751.45316455696,1996-10-08,1998-12-14
922,332,611293.0,1841.2439759036145,34552.27289156627,1995-04-27,1998-12-12
923,180,375562.0,2086.4555555555557,21028.875555555554,1996-02-07,1998-12-07
924,200,263950.0,1319.75,16301.11,1995-12-09,1998-12-11
925,369,2771836.0,7511.750677506775,43970.17479674797,1993-02-23,1998-12-09
926,119,226064.0,1899.6974789915967,19746.17983193277,1996-11-01,1998-12-16
927,110,513625.0,4669.318181818182,21208.282727272726,1997-04-12,1998-12-14
928,401,1263671.0,3151.299251870324,39565.130922693264,1993-04-26,1998-12-14
929,367,1307334.0,3562.217983651226,28729.024795640325,1993-07-03,1998-12-07
930,391,2075218.0,5307.462915601023,41052.114322250636,1993-08-03,1998-12-14
931,498,787945.0,1582.2188755020081,25479.726907630524,1993-10-15,1998-12-14
932,135,263798.0,1954.0592592592593,22766.353333333336,1996-07-08,1998-12-11
933,190,465208.0,2448.463157894737,28973.634736842105,1995-11-18,1998-12-11
934,44,124727.0,2834.7045454545455,27793.663636363635,1997-11-27,1998-12-17
935,102,139430.0,1366.9607843137255,16228.57745098039,1996-12-25,1998-12-12
936,183,289634.0,1582.6994535519125,17603.450819672133,1996-03-02,1998-12-12
937,193,331485.0,1717.538860103627,23349.88756476684,1995-08-26,1998-12-14
938,60,135016.0,2250.266666666667,30561.883333333335,1997-12-13,1998-12-13
939,245,310962.0,1269.2326530612245,18868.15224489796,1994-10-04,1998-12-11
940,295,4029135.0,13658.084745762711,72549.26610169491,1994-11-15,1998-12-12
941,275,734417.0,2670.6072727272726,18938.334181818183,1994-06-08,1998-12-14
942,392,783997.0,1999.9923469387754,28988.642346938777,1993-08-16,1998-12-18
943,345,441916.0,1280.9159420289855,20581.85797101449,1993-02-03,1998-12-16
944,408,2557713.0,6268.904411764706,42818.53431372549,1993-03-08,1998-12-08
945,91,579543.0,6368.604395604396,43548.651648351646,1996-08-16,1998-12-10
946,171,1343637.0,7857.526315789473,41259.66081871345,1996-01-01,1998-12-16
947,436,835492.0,1916.2660550458716,30045.195642201837,1993-05-17,1998-12-17
949,165,986605.0,5979.424242424242,38978.707272727275,1996-02-13,1998-12-10
950,357,2935450.0,8222.549019607843,66586.88515406163,1993-08-26,1998-12-16
951,146,273074.0,1870.3698630136987,19995.434246575343,1996-04-28,1998-12-17
952,62,288100.0,4646.774193548387,36354.48548387097,1997-11-09,1998-12-08
953,268,312350.0,1165.4850746268658,31360.239552238803,1995-07-22,1998-12-14
954,257,498214.0,1938.5758754863814,32366.455252918287,1996-01-08,1998-12-11
955,159,875101.0,5503.779874213837,32177.251572327044,1996-07-08,1998-12-10
956,319,864397.0,2709.7084639498435,40307.7921630094,1993-12-05,1998-12-14
957,203,301345.0,1484.4581280788177,18602.266995073893,1995-12-22,1998-12-17
958,151,390101.0,2583.4503311258277,26286.990728476823,1996-06-06,1998-12-12
959,178,301939.0,1696.2865168539327,17700.93820224719,1996-02-23,1998-12-14
960,366,4365381.0,11927.27049180328,55207.88439890711,1994-11-02,1998-12-13
961,61,402025.0,6590.573770491803,22441.577049180327,1997-10-18,1998-12-12
962,138,761138.0,5515.492753623188,30246.715217391305,1996-06-24,1998-12-11
963,141,1072525.0,7606.560283687943,54618.631914893616,1996-08-09,1998-12-15
964,251,615467.0,2452.0597609561755,41568.927490039845,1994-07-08,1998-12-14
965,353,715026.0,2025.5694050991501,19798.523229461756,1993-08-25,1998-12-16
966,46,69708.0,1515.391304347826,18249.823913043478,1997-10-14,1998-12-13
967,111,1032480.0,9301.621621621622,48938.26576576577,1996-08-17,1998-12-14
968,197,888556.0,4510.436548223351,32847.41015228426,1995-11-11,1998-12-14
969,346,899714.0,2600.3294797687863,48363.56156069364,1994-01-08,1998-12-18
970,92,588061.0,6391.967391304348,44247.909782608695,1997-07-20,1998-12-12
971,160,622232.0,3888.95,31163.143125000002,1996-07-18,1998-12-11
972,132,149458.0,1132.2575757575758,15135.577272727272,1996-09-29,1998-12-14
973,238,565173.0,2374.676470588235,31183.62899159664,1994-11-05,1998-12-14
974,278,3086382.0,11102.093525179856,47597.284892086325,1994-02-25,1998-12-14
975,115,261293.0,2272.113043478261,16889.25304347826,1996-10-19,1998-12-07
976,192,1555198.0,8099.989583333333,46568.92604166667,1996-01-27,1998-12-12
977,395,2134589.0,5404.022784810127,49857.445822784815,1993-04-26,1998-12-18
978,318,774387.0,2435.1792452830186,44691.833018867925,1993-08-18,1998-12-14
979,403,2702440.0,6705.806451612903,35831.80545905707,1993-02-16,1998-12-14
980,145,572734.0,3949.8896551724138,42691.57793103448,1996-12-11,1998-12-12
981,297,2184285.0,7354.49494949495,60941.43569023569,1995-03-25,1998-12-14
982,598,903046.0,1510.1103678929767,26439.977424749162,1993-02-05,1998-12-14
984,161,722384.0,4486.857142857143,29922.034161490683,1996-07-10,1998-12-12
985,257,355644.0,1383.8287937743191,19119.246303501946,1994-05-29,1998-12-11
986,162,371355.0,2292.314814814815,25162.598148148147,1996-05-02,1998-12-12
987,158,729031.0,4614.120253164557,44963.56265822785,1996-08-27,1998-12-10
988,261,663398.0,2541.754789272031,32573.954406130266,1994-10-22,1998-12-14
989,328,574884.0,1752.6951219512196,19138.17317073171,1994-03-14,1998-12-14
990,213,1551596.0,7284.488262910798,60388.97464788732,1995-10-11,1998-12-14
991,389,3077878.0,7912.282776349614,63709.045244215944,1993-05-18,1998-12-10
992,298,903956.0,3033.4093959731545,23198.36342281879,1995-10-01,1998-12-11
993,103,1186132.0,11515.844660194174,53198.06019417476,1996-11-14,1998-12-17
994,233,716888.0,3076.772532188841,40682.65407725322,1995-09-15,1998-12-15
995,217,254200.0,1171.4285714285713,20435.80921658986,1995-08-23,1998-12-15
996,75,184815.0,2464.2,20426.190666666665,1997-08-18,1998-12-11
997,146,171971.0,1177.8835616438357,24612.83287671233,1997-05-08,1998-12-13
998,340,3323165.0,9774.014705882353,41280.23852941176,1993-11-11,1998-12-15
1000,582,4775533.0,8205.383161512027,57778.74467353951,1993-01-25,1998-12-10
1002,164,262411.0,1600.0670731707316,17219.761585365854,1996-09-17,1998-12-12
1003,160,1178203.0,7363.76875,50818.156875,1996-10-10,1998-12-15
1004,207,3028891.0,14632.323671497585,64283.93299516909,1996-07-02,1998-12-12
1005,419,5338693.0,12741.510739856802,69531.60066825776,1993-02-23,1998-12-17
1006,612,646941.0,1057.0931372549019,34675.174673202615,1993-02-08,1998-12-11
1007,184,618594.0,3361.9239130434785,39148.40652173913,1996-06-28,1998-12-18
1008,130,305703.0,2351.5615384615385,24904.157692307694,1996-10-05,1998-12-14
1009,251,3872532.0,15428.414342629481,55567.029920318724,1995-08-01,1998-12-11
1010,288,3551679.0,12332.21875,49622.660104166665,1995-05-01,1998-12-12
1011,321,2165579.0,6746.352024922118,57198.18099688474,1994-12-17,1998-12-12
1012,408,3086494.0,7564.936274509804,39658.84632352941,1994-07-09,1998-12-15
1013,134,172836.0,1289.8208955223881,16106.577611940298,1996-05-13,1998-12-10
1014,159,392548.0,2468.85534591195,25444.930817610064,1996-03-20,1998-12-15
1015,87,255796.0,2940.183908045977,19800.301149425286,1997-06-14,1998-12-11
1016,427,2830433.0,6628.648711943794,64426.02622950819,1993-09-29,1998-12-14
1017,350,2367624.0,6764.64,46473.85257142857,1994-08-11,1998-12-10
1018,415,594100.0,1431.566265060241,18588.361686746986,1993-06-03,1998-12-12
1019,555,3047078.0,5490.230630630631,39942.883783783785,1993-01-21,1998-12-13
1020,221,218318.0,987.8642533936652,18296.412669683257,1996-04-09,1998-12-14
1021,101,149168.0,1476.9108910891089,17612.431683168317,1996-11-17,1998-12-07
1022,283,3304724.0,11677.469964664311,66714.88982332156,1994-08-01,1998-12-12
1023,278,2521829.0,9071.327338129497,36748.00035971223,1993-08-13,1998-12-05
1024,86,107556.0,1250.6511627906978,16364.997674418606,1997-05-02,1998-12-16
1026,84,562081.0,6691.440476190476,54219.94642857143,1997-09-03,1998-12-14
1027,77,132510.0,1720.909090909091,16057.276623376623,1997-07-18,1998-12-13
1028,30,63000.0,2100.0,17496.666666666668,1996-03-19,1998-10-05
1029,263,3348358.0,12731.399239543725,67180.2969581749,1996-06-25,1998-12-14
1030,220,434406.0,1974.5727272727272,29261.836363636365,1995-11-12,1998-12-10
1031,319,1555761.0,4876.993730407524,42001.00846394984,1995-06-20,1998-12-15
1032,400,7327116.0,18317.79,66770.874025,1993-04-26,1998-12-16
1033,26,94933.0,3651.269230769231,25618.726923076923,1997-08-05,1998-11-28
1034,109,325432.0,2985.6146788990827,26928.594495412843,1997-04-04,1998-12-13
1035,124,791387.0,6382.153225806452,46075.07580645162,1997-04-18,1998-12-18
1036,197,1773215.0,9001.091370558375,55463.31624365482,1996-01-18,1998-12-12
1037,169,818553.0,4843.508875739645,58694.92721893491,1997-02-18,1998-12-12
1038,245,267450.0,1091.6326530612246,17414.904897959186,1995-04-20,1998-12-11
1039,418,5952766.0,14241.066985645934,74642.10318181818,1993-05-10,1998-12-13
1040,170,2133534.0,12550.2,49409.09588235294,1996-05-18,1998-12-13
1042,278,1474647.0,5304.485611510791,43634.87194244604,1994-04-03,1998-12-14
1043,76,781683.0,10285.302631578947,62074.36842105263,1997-08-13,1998-12-12
1044,240,1217242.0,5071.841666666666,37555.760833333334,1995-11-09,1998-12-10
1045,169,394343.0,2333.390532544379,19223.52544378698,1996-05-09,1998-12-14
1046,255,1126030.0,4415.803921568628,30398.162352941177,1995-04-14,1998-12-08
1047,287,804465.0,2803.01393728223,24210.091289198608,1994-06-13,1998-12-14
1048,342,809525.0,2367.03216374269,18607.02134502924,1993-05-05,1998-12-12
1049,66,101123.0,1532.1666666666667,29062.83787878788,1997-12-04,1998-12-08
1050,420,3806175.0,9062.32142857143,47559.89166666667,1993-02-24,1998-12-12
1051,293,1732152.0,5911.78156996587,36467.075085324235,1993-10-21,1998-12-14
