account_id,district_id,frequency,Account_type,date_joined,Account_Owner_Type
3507,9,POPLATEK MESICNE,Savings account,1996-12-01,Single Owner
712,72,POPLATEK MESICNE,Salary account,1996-12-01,Single Owner
10280,69,POPLATEK MESICNE,Salary account,1996-12-01,Single Owner
1754,52,POPLATEK MESICNE,Savings account,1996-12-01,Single Owner
79,3,POPLATEK MESICNE,NRI account,1996-11-29,Single Owner
3799,74,POPLATEK MESICNE,NRI account,1996-11-29,Single Owner
1460,54,POPLATEK MESICNE,NRI account,1996-11-29,Single Owner
7745,2,POPLATEK MESICNE,Savings account,1996-11-29,Single Owner
14,47,POPLATEK MESICNE,Salary account,1996-11-27,Single Owner
549,5,POPLATEK MESICNE,NRI account,1996-11-27,Single Owner
143,21,POPLATEK MESICNE,NRI account,1996-11-27,Single Owner
1943,9,POPLATEK MESICNE,NRI account,1996-11-26,Joint Account
2090,40,POPLATEK MESICNE,Savings account,1996-11-26,Single Owner
2636,18,POPLATEK MESICNE,Savings account,1996-11-26,Single Owner
8523,54,POPLATEK MESICNE,NRI account,1996-11-25,Single Owner
2398,70,POPLATEK MESICNE,Salary account,1996-11-25,Single Owner
1712,44,POPLATEK MESICNE,Savings account,1996-11-25,Single Owner
3282,1,POPLATEK MESICNE,Salary account,1996-11-24,Single Owner
330,42,POPLATEK MESICNE,Salary account,1996-11-24,Joint Account
1242,74,POPLATEK PO OBRATU,Salary account,1996-11-24,Single Owner
1393,1,POPLATEK MESICNE,Savings account,1996-11-24,Joint Account
2303,41,POPLATEK MESICNE,NRI account,1996-11-24,Single Owner
3708,64,POPLATEK MESICNE,Salary account,1996-11-24,Single Owner
209,37,POPLATEK MESICNE,Savings account,1996-11-24,Single Owner
8094,67,POPLATEK MESICNE,Savings account,1996-11-24,Single Owner
2601,70,POPLATEK MESICNE,NRI account,1996-11-24,Joint Account
7,60,POPLATEK MESICNE,Salary account,1996-11-24,Single Owner
1347,8,POPLATEK MESICNE,Salary account,1996-11-24,Single Owner
546,8,POPLATEK MESICNE,Savings account,1996-11-23,Joint Account
3862,1,POPLATEK MESICNE,Salary account,1996-11-23,Single Owner
2898,54,POPLATEK MESICNE,Salary account,1996-11-23,Joint Account
3517,26,POPLATEK MESICNE,Salary account,1996-11-22,Single Owner
2264,41,POPLATEK MESICNE,Savings account,1996-11-22,Single Owner
8688,66,POPLATEK MESICNE,Savings account,1996-11-22,Single Owner
513,58,POPLATEK MESICNE,Salary account,1996-11-21,Single Owner
1549,21,POPLATEK MESICNE,Savings account,1996-11-21,Single Owner
3093,16,POPLATEK MESICNE,Savings account,1996-11-21,Single Owner
10905,32,POPLATEK MESICNE,Savings account,1996-11-21,Single Owner
2234,3,POPLATEK MESICNE,Salary account,1996-11-21,Single Owner
2285,36,POPLATEK MESICNE,Savings account,1996-11-21,Single Owner
3809,1,POPLATEK MESICNE,NRI account,1996-11-21,Single Owner
1546,15,POPLATEK MESICNE,Salary account,1996-11-20,Single Owner
2826,35,POPLATEK MESICNE,Salary account,1996-11-20,Joint Account
797,57,POPLATEK MESICNE,NRI account,1996-11-20,Single Owner
530,54,POPLATEK MESICNE,NRI account,1996-11-19,Single Owner
508,74,POPLATEK MESICNE,NRI account,1996-11-19,Single Owner
341,28,POPLATEK MESICNE,Savings account,1996-11-19,Single Owner
3256,40,POPLATEK MESICNE,Savings account,1996-11-19,Single Owner
4033,57,POPLATEK MESICNE,Salary account,1996-11-19,Single Owner
5878,76,POPLATEK MESICNE,Savings account,1996-11-19,Single Owner
77,63,POPLATEK MESICNE,Savings account,1996-11-19,Single Owner
1320,58,POPLATEK MESICNE,Savings account,1996-11-18,Single Owner
3376,58,POPLATEK MESICNE,NRI account,1996-11-17,Single Owner
1260,5,POPLATEK MESICNE,Savings account,1996-11-17,Single Owner
1021,42,POPLATEK MESICNE,Salary account,1996-11-17,Single Owner
48,21,POPLATEK MESICNE,Savings account,1996-11-17,Joint Account
4069,38,POPLATEK MESICNE,Salary account,1996-11-17,Single Owner
3564,14,POPLATEK MESICNE,NRI account,1996-11-17,Single Owner
63,22,POPLATEK MESICNE,Salary account,1996-11-16,Joint Account
1991,1,POPLATEK MESICNE,NRI account,1996-11-16,Single Owner
3291,45,POPLATEK MESICNE,NRI account,1996-11-16,Single Owner
2385,60,POPLATEK MESICNE,Savings account,1996-11-15,Single Owner
2032,36,POPLATEK MESICNE,Salary account,1996-11-14,Single Owner
570,3,POPLATEK MESICNE,Savings account,1996-11-14,Single Owner
993,6,POPLATEK MESICNE,NRI account,1996-11-14,Single Owner
3884,1,POPLATEK MESICNE,Salary account,1996-11-14,Joint Account
3765,32,POPLATEK MESICNE,NRI account,1996-11-14,Single Owner
3589,5,POPLATEK MESICNE,NRI account,1996-11-13,Single Owner
2967,38,POPLATEK MESICNE,NRI account,1996-11-13,Single Owner
3437,1,POPLATEK MESICNE,NRI account,1996-11-13,Single Owner
4102,60,POPLATEK MESICNE,NRI account,1996-11-13,Single Owner
3498,31,POPLATEK MESICNE,Salary account,1996-11-12,Single Owner
2258,3,POPLATEK MESICNE,Savings account,1996-11-12,Joint Account
3177,74,POPLATEK MESICNE,Salary account,1996-11-12,Single Owner
1638,6,POPLATEK TYDNE,Savings account,1996-11-12,Joint Account
3819,69,POPLATEK MESICNE,Salary account,1996-11-11,Single Owner
6157,34,POPLATEK MESICNE,Salary account,1996-11-11,Single Owner
1326,52,POPLATEK MESICNE,NRI account,1996-11-11,Single Owner
4286,43,POPLATEK MESICNE,Savings account,1996-11-11,Single Owner
3224,55,POPLATEK MESICNE,Salary account,1996-11-10,Single Owner
829,59,POPLATEK MESICNE,Savings account,1996-11-10,Joint Account
511,14,POPLATEK MESICNE,NRI account,1996-11-10,Single Owner
3560,57,POPLATEK MESICNE,Salary account,1996-11-10,Joint Account
1555,34,POPLATEK MESICNE,Savings account,1996-11-10,Single Owner
2160,72,POPLATEK MESICNE,Salary account,1996-11-10,Single Owner
4383,73,POPLATEK MESICNE,NRI account,1996-11-10,Single Owner
2517,55,POPLATEK PO OBRATU,Savings account,1996-11-10,Single Owner
2107,70,POPLATEK MESICNE,Salary account,1996-11-09,Single Owner
9333,36,POPLATEK MESICNE,Savings account,1996-11-08,Single Owner
4753,1,POPLATEK MESICNE,Savings account,1996-11-07,Single Owner
9528,19,POPLATEK MESICNE,Salary account,1996-11-07,Single Owner
91,17,POPLATEK MESICNE,NRI account,1996-11-06,Single Owner
3615,46,POPLATEK MESICNE,NRI account,1996-11-05,Single Owner
1324,42,POPLATEK MESICNE,Savings account,1996-11-05,Joint Account
431,18,POPLATEK MESICNE,NRI account,1996-11-05,Single Owner
11328,54,POPLATEK MESICNE,NRI account,1996-11-05,Single Owner
3626,51,POPLATEK MESICNE,Savings account,1996-11-05,Single Owner
1899,26,POPLATEK MESICNE,NRI account,1996-11-05,Single Owner
2130,46,POPLATEK MESICNE,NRI account,1996-11-04,Single Owner
714,23,POPLATEK MESICNE,Salary account,1996-11-04,Single Owner
255,68,POPLATEK MESICNE,Savings account,1996-11-03,Single Owner
2193,44,POPLATEK MESICNE,NRI account,1996-11-03,Single Owner
9455,73,POPLATEK MESICNE,NRI account,1996-11-03,Joint Account
3557,72,POPLATEK MESICNE,Salary account,1996-11-02,Single Owner
1663,55,POPLATEK MESICNE,Savings account,1996-11-02,Joint Account
6265,5,POPLATEK MESICNE,NRI account,1996-11-01,Single Owner
1683,77,POPLATEK MESICNE,Savings account,1996-11-01,Single Owner
6440,1,POPLATEK MESICNE,Salary account,1996-11-01,Single Owner
926,36,POPLATEK MESICNE,Savings account,1996-11-01,Single Owner
2685,67,POPLATEK MESICNE,NRI account,1996-11-01,Single Owner
2279,2,POPLATEK TYDNE,Salary account,1996-10-30,Single Owner
1478,5,POPLATEK MESICNE,Salary account,1996-10-30,Single Owner
3228,29,POPLATEK MESICNE,NRI account,1996-10-30,Joint Account
221,19,POPLATEK MESICNE,NRI account,1996-10-30,Single Owner
3022,64,POPLATEK MESICNE,NRI account,1996-10-30,Single Owner
122,31,POPLATEK MESICNE,Savings account,1996-10-30,Single Owner
2418,64,POPLATEK MESICNE,Savings account,1996-10-29,Single Owner
806,13,POPLATEK MESICNE,Salary account,1996-10-29,Joint Account
65,36,POPLATEK MESICNE,Savings account,1996-10-29,Single Owner
9201,69,POPLATEK MESICNE,Savings account,1996-10-28,Single Owner
888,54,POPLATEK MESICNE,Salary account,1996-10-28,Joint Account
4715,8,POPLATEK MESICNE,Savings account,1996-10-28,Single Owner
3956,6,POPLATEK MESICNE,Salary account,1996-10-28,Single Owner
4375,39,POPLATEK MESICNE,Savings account,1996-10-28,Single Owner
1855,34,POPLATEK MESICNE,NRI account,1996-10-27,Single Owner
224,15,POPLATEK MESICNE,Salary account,1996-10-27,Single Owner
281,1,POPLATEK MESICNE,NRI account,1996-10-27,Joint Account
199,70,POPLATEK MESICNE,Savings account,1996-10-26,Single Owner
778,68,POPLATEK MESICNE,NRI account,1996-10-26,Single Owner
3811,1,POPLATEK MESICNE,NRI account,1996-10-26,Single Owner
1785,52,POPLATEK MESICNE,NRI account,1996-10-25,Single Owner
5912,45,POPLATEK MESICNE,Salary account,1996-10-25,Single Owner
1176,19,POPLATEK MESICNE,NRI account,1996-10-24,Single Owner
272,11,POPLATEK MESICNE,Salary account,1996-10-23,Single Owner
366,1,POPLATEK MESICNE,Salary account,1996-10-23,Joint Account
1226,1,POPLATEK MESICNE,Salary account,1996-10-23,Single Owner
2759,46,POPLATEK MESICNE,Salary account,1996-10-23,Single Owner
6902,60,POPLATEK MESICNE,Savings account,1996-10-22,Single Owner
3877,59,POPLATEK MESICNE,Salary account,1996-10-22,Single Owner
2290,37,POPLATEK MESICNE,Savings account,1996-10-22,Joint Account
1330,68,POPLATEK MESICNE,NRI account,1996-10-22,Single Owner
9037,1,POPLATEK MESICNE,Salary account,1996-10-22,Joint Account
1464,73,POPLATEK MESICNE,NRI account,1996-10-21,Single Owner
1819,55,POPLATEK TYDNE,Savings account,1996-10-21,Single Owner
2502,32,POPLATEK MESICNE,Savings account,1996-10-21,Single Owner
1888,6,POPLATEK MESICNE,Salary account,1996-10-21,Single Owner
5317,28,POPLATEK MESICNE,NRI account,1996-10-20,Single Owner
6592,1,POPLATEK MESICNE,Salary account,1996-10-20,Single Owner
1060,6,POPLATEK MESICNE,Savings account,1996-10-20,Single Owner
473,73,POPLATEK MESICNE,NRI account,1996-10-20,Single Owner
1745,53,POPLATEK MESICNE,Salary account,1996-10-19,Single Owner
1090,69,POPLATEK MESICNE,NRI account,1996-10-19,Single Owner
329,3,POPLATEK MESICNE,NRI account,1996-10-19,Single Owner
975,1,POPLATEK MESICNE,NRI account,1996-10-19,Joint Account
3143,38,POPLATEK MESICNE,NRI account,1996-10-18,Joint Account
2709,2,POPLATEK MESICNE,Savings account,1996-10-18,Single Owner
1541,60,POPLATEK MESICNE,NRI account,1996-10-18,Single Owner
305,34,POPLATEK MESICNE,NRI account,1996-10-18,Single Owner
3690,67,POPLATEK PO OBRATU,Savings account,1996-10-18,Single Owner
3766,29,POPLATEK PO OBRATU,Savings account,1996-10-18,Single Owner
3454,32,POPLATEK MESICNE,Savings account,1996-10-17,Single Owner
2046,68,POPLATEK MESICNE,NRI account,1996-10-17,Single Owner
1492,24,POPLATEK MESICNE,Salary account,1996-10-17,Single Owner
3776,1,POPLATEK MESICNE,Salary account,1996-10-16,Single Owner
1577,67,POPLATEK MESICNE,NRI account,1996-10-16,Single Owner
8784,1,POPLATEK MESICNE,Salary account,1996-10-16,Single Owner
1645,50,POPLATEK MESICNE,NRI account,1996-10-16,Single Owner
713,58,POPLATEK MESICNE,NRI account,1996-10-15,Single Owner
11325,62,POPLATEK MESICNE,Savings account,1996-10-15,Single Owner
8628,2,POPLATEK PO OBRATU,Savings account,1996-10-15,Single Owner
4493,61,POPLATEK PO OBRATU,Salary account,1996-10-15,Single Owner
410,49,POPLATEK MESICNE,Savings account,1996-10-15,Single Owner
2988,66,POPLATEK PO OBRATU,Salary account,1996-10-14,Joint Account
3314,25,POPLATEK MESICNE,Salary account,1996-10-14,Single Owner
4949,33,POPLATEK MESICNE,Savings account,1996-10-14,Single Owner
9677,8,POPLATEK MESICNE,NRI account,1996-10-13,Single Owner
342,64,POPLATEK MESICNE,NRI account,1996-10-13,Single Owner
536,14,POPLATEK MESICNE,NRI account,1996-10-13,Single Owner
350,47,POPLATEK MESICNE,Savings account,1996-10-13,Single Owner
2475,17,POPLATEK MESICNE,Savings account,1996-10-13,Single Owner
10063,4,POPLATEK TYDNE,Salary account,1996-10-13,Single Owner
581,26,POPLATEK MESICNE,Savings account,1996-10-13,Single Owner
6950,36,POPLATEK MESICNE,Savings account,1996-10-12,Joint Account
3271,8,POPLATEK MESICNE,NRI account,1996-10-12,Single Owner
3329,3,POPLATEK MESICNE,Savings account,1996-10-12,Joint Account
4090,72,POPLATEK MESICNE,Savings account,1996-10-11,Single Owner
3249,74,POPLATEK MESICNE,Savings account,1996-10-11,Single Owner
472,8,POPLATEK MESICNE,Salary account,1996-10-11,Single Owner
1777,60,POPLATEK MESICNE,NRI account,1996-10-10,Single Owner
1003,28,POPLATEK MESICNE,Savings account,1996-10-10,Single Owner
3394,23,POPLATEK MESICNE,Salary account,1996-10-09,Single Owner
7636,40,POPLATEK MESICNE,Savings account,1996-10-08,Single Owner
3175,50,POPLATEK MESICNE,NRI account,1996-10-08,Single Owner
1812,31,POPLATEK MESICNE,NRI account,1996-10-08,Single Owner
10607,52,POPLATEK MESICNE,Savings account,1996-10-08,Single Owner
2999,66,POPLATEK MESICNE,NRI account,1996-10-08,Joint Account
921,10,POPLATEK MESICNE,Salary account,1996-10-08,Single Owner
2934,1,POPLATEK MESICNE,Salary account,1996-10-08,Single Owner
261,54,POPLATEK MESICNE,NRI account,1996-10-07,Single Owner
2240,36,POPLATEK MESICNE,NRI account,1996-10-07,Single Owner
2657,55,POPLATEK MESICNE,Savings account,1996-10-07,Single Owner
1558,32,POPLATEK MESICNE,NRI account,1996-10-06,Single Owner
2465,57,POPLATEK MESICNE,Savings account,1996-10-06,Single Owner
814,76,POPLATEK MESICNE,Salary account,1996-10-06,Single Owner
325,75,POPLATEK MESICNE,Savings account,1996-10-06,Single Owner
3904,18,POPLATEK MESICNE,NRI account,1996-10-05,Single Owner
2252,1,POPLATEK MESICNE,NRI account,1996-10-05,Joint Account
826,44,POPLATEK MESICNE,Salary account,1996-10-05,Single Owner
1008,13,POPLATEK MESICNE,NRI account,1996-10-05,Single Owner
3913,23,POPLATEK MESICNE,NRI account,1996-10-04,Single Owner
822,40,POPLATEK MESICNE,Salary account,1996-10-04,Joint Account
1155,43,POPLATEK MESICNE,NRI account,1996-10-04,Single Owner
2807,42,POPLATEK MESICNE,Salary account,1996-10-04,Single Owner
1751,53,POPLATEK MESICNE,NRI account,1996-10-04,Single Owner
3158,71,POPLATEK MESICNE,NRI account,1996-10-03,Joint Account
3071,41,POPLATEK MESICNE,Savings account,1996-10-03,Single Owner
1586,1,POPLATEK MESICNE,Salary account,1996-10-03,Joint Account
3232,37,POPLATEK MESICNE,Salary account,1996-10-02,Single Owner
618,1,POPLATEK MESICNE,Savings account,1996-10-02,Single Owner
1502,1,POPLATEK MESICNE,NRI account,1996-10-02,Single Owner
10857,50,POPLATEK MESICNE,Savings account,1996-10-02,Single Owner
692,69,POPLATEK MESICNE,Savings account,1996-10-02,Single Owner
3843,62,POPLATEK MESICNE,Salary account,1996-10-02,Single Owner
569,76,POPLATEK MESICNE,Salary account,1996-10-01,Single Owner
1500,43,POPLATEK MESICNE,Savings account,1996-10-01,Single Owner
2561,59,POPLATEK MESICNE,NRI account,1996-09-29,Single Owner
972,46,POPLATEK MESICNE,Salary account,1996-09-29,Single Owner
698,71,POPLATEK MESICNE,NRI account,1996-09-29,Joint Account
2294,46,POPLATEK MESICNE,Salary account,1996-09-29,Single Owner
2373,14,POPLATEK MESICNE,Salary account,1996-09-29,Single Owner
241,15,POPLATEK MESICNE,NRI account,1996-09-29,Single Owner
2483,1,POPLATEK MESICNE,Salary account,1996-09-29,Single Owner
2083,1,POPLATEK MESICNE,NRI account,1996-09-28,Single Owner
1823,3,POPLATEK MESICNE,Salary account,1996-09-28,Single Owner
2955,67,POPLATEK MESICNE,Salary account,1996-09-27,Single Owner
3446,6,POPLATEK PO OBRATU,NRI account,1996-09-27,Single Owner
3339,1,POPLATEK MESICNE,Salary account,1996-09-27,Single Owner
1631,10,POPLATEK MESICNE,Savings account,1996-09-27,Single Owner
2869,68,POPLATEK MESICNE,NRI account,1996-09-27,Single Owner
3399,63,POPLATEK MESICNE,Savings account,1996-09-26,Single Owner
1374,53,POPLATEK MESICNE,Salary account,1996-09-26,Single Owner
1463,32,POPLATEK MESICNE,NRI account,1996-09-25,Single Owner
3894,52,POPLATEK MESICNE,NRI account,1996-09-25,Joint Account
2091,1,POPLATEK MESICNE,NRI account,1996-09-25,Single Owner
1377,1,POPLATEK MESICNE,Salary account,1996-09-25,Joint Account
9241,74,POPLATEK MESICNE,Savings account,1996-09-25,Joint Account
1308,54,POPLATEK MESICNE,Savings account,1996-09-25,Single Owner
1370,52,POPLATEK MESICNE,NRI account,1996-09-25,Single Owner
770,7,POPLATEK MESICNE,Salary account,1996-09-24,Single Owner
2332,77,POPLATEK MESICNE,NRI account,1996-09-24,Single Owner
1100,35,POPLATEK MESICNE,NRI account,1996-09-23,Single Owner
1484,70,POPLATEK MESICNE,Salary account,1996-09-23,Single Owner
2801,11,POPLATEK MESICNE,NRI account,1996-09-23,Single Owner
1113,8,POPLATEK MESICNE,Savings account,1996-09-23,Single Owner
3967,54,POPLATEK MESICNE,Salary account,1996-09-22,Single Owner
1173,11,POPLATEK MESICNE,Salary account,1996-09-22,Single Owner
7632,68,POPLATEK MESICNE,Salary account,1996-09-22,Joint Account
2339,63,POPLATEK MESICNE,Savings account,1996-09-22,Single Owner
2640,1,POPLATEK MESICNE,Savings account,1996-09-21,Single Owner
2921,54,POPLATEK MESICNE,Salary account,1996-09-21,Single Owner
3431,64,POPLATEK MESICNE,NRI account,1996-09-21,Joint Account
3179,71,POPLATEK MESICNE,Savings account,1996-09-20,Single Owner
2906,49,POPLATEK MESICNE,Savings account,1996-09-20,Single Owner
1538,22,POPLATEK MESICNE,NRI account,1996-09-20,Joint Account
6083,6,POPLATEK TYDNE,Salary account,1996-09-19,Single Owner
1669,39,POPLATEK MESICNE,Savings account,1996-09-19,Joint Account
8268,59,POPLATEK MESICNE,Savings account,1996-09-19,Single Owner
1063,68,POPLATEK MESICNE,Salary account,1996-09-19,Single Owner
1532,54,POPLATEK MESICNE,Savings account,1996-09-19,Joint Account
1957,33,POPLATEK MESICNE,NRI account,1996-09-18,Single Owner
3569,1,POPLATEK MESICNE,Savings account,1996-09-18,Single Owner
10789,75,POPLATEK MESICNE,Savings account,1996-09-18,Joint Account
831,44,POPLATEK MESICNE,Salary account,1996-09-18,Single Owner
3191,72,POPLATEK MESICNE,NRI account,1996-09-17,Single Owner
2076,18,POPLATEK MESICNE,NRI account,1996-09-17,Joint Account
1002,50,POPLATEK MESICNE,NRI account,1996-09-17,Single Owner
8381,14,POPLATEK MESICNE,Savings account,1996-09-17,Single Owner
2275,1,POPLATEK MESICNE,Savings account,1996-09-16,Single Owner
5305,47,POPLATEK MESICNE,Salary account,1996-09-16,Single Owner
1329,53,POPLATEK MESICNE,Savings account,1996-09-16,Joint Account
3098,1,POPLATEK MESICNE,Salary account,1996-09-16,Single Owner
4349,74,POPLATEK MESICNE,Savings account,1996-09-16,Single Owner
2990,30,POPLATEK MESICNE,NRI account,1996-09-16,Single Owner
3800,30,POPLATEK MESICNE,Salary account,1996-09-16,Single Owner
1556,54,POPLATEK MESICNE,Savings account,1996-09-15,Single Owner
6075,19,POPLATEK MESICNE,Salary account,1996-09-15,Single Owner
1066,16,POPLATEK TYDNE,Savings account,1996-09-15,Single Owner
3044,72,POPLATEK MESICNE,Salary account,1996-09-14,Joint Account
3499,51,POPLATEK MESICNE,Salary account,1996-09-14,Single Owner
1474,63,POPLATEK MESICNE,NRI account,1996-09-14,Joint Account
2026,64,POPLATEK MESICNE,Savings account,1996-09-14,Single Owner
164,60,POPLATEK MESICNE,NRI account,1996-09-13,Single Owner
1799,9,POPLATEK MESICNE,Savings account,1996-09-13,Single Owner
1600,1,POPLATEK MESICNE,NRI account,1996-09-13,Joint Account
2164,63,POPLATEK MESICNE,NRI account,1996-09-12,Joint Account
3508,42,POPLATEK MESICNE,Savings account,1996-09-12,Single Owner
2156,1,POPLATEK MESICNE,Salary account,1996-09-11,Joint Account
2349,72,POPLATEK MESICNE,Savings account,1996-09-11,Joint Account
2614,44,POPLATEK MESICNE,Savings account,1996-09-11,Single Owner
339,46,POPLATEK TYDNE,Salary account,1996-09-11,Joint Account
1067,34,POPLATEK MESICNE,Savings account,1996-09-10,Joint Account
2629,66,POPLATEK MESICNE,NRI account,1996-09-10,Joint Account
1774,61,POPLATEK MESICNE,Salary account,1996-09-10,Joint Account
2045,34,POPLATEK MESICNE,Savings account,1996-09-09,Joint Account
2058,34,POPLATEK MESICNE,Savings account,1996-09-09,Single Owner
1190,52,POPLATEK MESICNE,NRI account,1996-09-09,Single Owner
297,74,POPLATEK MESICNE,Savings account,1996-09-08,Single Owner
2914,4,POPLATEK MESICNE,Savings account,1996-09-08,Single Owner
4405,41,POPLATEK MESICNE,Salary account,1996-09-08,Single Owner
2084,44,POPLATEK MESICNE,Salary account,1996-09-08,Single Owner
1408,10,POPLATEK MESICNE,Savings account,1996-09-07,Single Owner
125,2,POPLATEK PO OBRATU,NRI account,1996-09-07,Single Owner
2655,1,POPLATEK MESICNE,NRI account,1996-09-07,Joint Account
2314,2,POPLATEK MESICNE,Salary account,1996-09-07,Single Owner
7082,57,POPLATEK MESICNE,Salary account,1996-09-06,Single Owner
1910,60,POPLATEK MESICNE,NRI account,1996-09-06,Single Owner
5362,76,POPLATEK TYDNE,Salary account,1996-09-06,Joint Account
920,58,POPLATEK MESICNE,Savings account,1996-09-05,Single Owner
1525,57,POPLATEK MESICNE,NRI account,1996-09-05,Single Owner
1997,74,POPLATEK MESICNE,Savings account,1996-09-05,Joint Account
1679,68,POPLATEK MESICNE,Salary account,1996-09-05,Single Owner
174,52,POPLATEK MESICNE,NRI account,1996-09-04,Single Owner
694,67,POPLATEK MESICNE,NRI account,1996-09-04,Single Owner
2885,1,POPLATEK MESICNE,Savings account,1996-09-04,Single Owner
2872,1,POPLATEK MESICNE,Savings account,1996-09-04,Single Owner
3126,17,POPLATEK MESICNE,NRI account,1996-09-03,Single Owner
1293,40,POPLATEK MESICNE,Salary account,1996-09-03,Single Owner
406,63,POPLATEK MESICNE,NRI account,1996-09-03,Single Owner
4456,14,POPLATEK MESICNE,Savings account,1996-09-03,Single Owner
3418,42,POPLATEK PO OBRATU,Savings account,1996-09-02,Joint Account
871,1,POPLATEK MESICNE,Savings account,1996-09-02,Single Owner
2953,1,POPLATEK MESICNE,Savings account,1996-09-02,Single Owner
1258,3,POPLATEK MESICNE,Savings account,1996-09-01,Joint Account
812,1,POPLATEK MESICNE,Salary account,1996-08-30,Single Owner
3774,72,POPLATEK MESICNE,NRI account,1996-08-30,Single Owner
3272,53,POPLATEK MESICNE,NRI account,1996-08-30,Single Owner
7990,9,POPLATEK MESICNE,Salary account,1996-08-30,Single Owner
7262,70,POPLATEK MESICNE,Salary account,1996-08-30,Single Owner
3504,70,POPLATEK MESICNE,Salary account,1996-08-30,Single Owner
2347,38,POPLATEK MESICNE,Savings account,1996-08-30,Joint Account
269,3,POPLATEK MESICNE,Salary account,1996-08-30,Single Owner
1894,6,POPLATEK MESICNE,Salary account,1996-08-29,Single Owner
1117,68,POPLATEK MESICNE,Savings account,1996-08-29,Single Owner
833,31,POPLATEK MESICNE,NRI account,1996-08-29,Single Owner
3155,28,POPLATEK MESICNE,Salary account,1996-08-29,Single Owner
242,69,POPLATEK MESICNE,NRI account,1996-08-29,Single Owner
10,54,POPLATEK MESICNE,NRI account,1996-08-28,Single Owner
2113,7,POPLATEK MESICNE,NRI account,1996-08-28,Single Owner
2677,5,POPLATEK MESICNE,Savings account,1996-08-28,Single Owner
6062,24,POPLATEK MESICNE,Salary account,1996-08-28,Single Owner
2065,61,POPLATEK MESICNE,Savings account,1996-08-28,Single Owner
987,15,POPLATEK MESICNE,Savings account,1996-08-27,Joint Account
2360,26,POPLATEK MESICNE,Salary account,1996-08-27,Single Owner
399,1,POPLATEK MESICNE,Savings account,1996-08-27,Single Owner
637,49,POPLATEK MESICNE,NRI account,1996-08-27,Single Owner
3353,74,POPLATEK MESICNE,Savings account,1996-08-27,Single Owner
4588,12,POPLATEK MESICNE,Salary account,1996-08-27,Single Owner
10220,44,POPLATEK MESICNE,NRI account,1996-08-26,Single Owner
2792,1,POPLATEK MESICNE,NRI account,1996-08-26,Single Owner
1504,1,POPLATEK MESICNE,NRI account,1996-08-26,Single Owner
3161,48,POPLATEK MESICNE,Salary account,1996-08-26,Single Owner
4186,1,POPLATEK MESICNE,Salary account,1996-08-25,Single Owner
3467,17,POPLATEK MESICNE,Savings account,1996-08-25,Single Owner
1350,21,POPLATEK TYDNE,NRI account,1996-08-25,Single Owner
20,74,POPLATEK MESICNE,Savings account,1996-08-24,Single Owner
2930,1,POPLATEK MESICNE,NRI account,1996-08-24,Single Owner
182,47,POPLATEK MESICNE,Salary account,1996-08-24,Single Owner
1517,5,POPLATEK MESICNE,NRI account,1996-08-24,Joint Account
617,74,POPLATEK MESICNE,NRI account,1996-08-23,Single Owner
2746,24,POPLATEK MESICNE,NRI account,1996-08-23,Joint Account
3427,36,POPLATEK MESICNE,NRI account,1996-08-23,Single Owner
58,29,POPLATEK MESICNE,NRI account,1996-08-23,Single Owner
918,60,POPLATEK MESICNE,NRI account,1996-08-23,Single Owner
324,1,POPLATEK MESICNE,Salary account,1996-08-23,Single Owner
9826,68,POPLATEK MESICNE,NRI account,1996-08-23,Single Owner
2094,73,POPLATEK MESICNE,Savings account,1996-08-23,Single Owner
1593,16,POPLATEK MESICNE,Salary account,1996-08-22,Single Owner
3004,11,POPLATEK MESICNE,Savings account,1996-08-22,Single Owner
2034,54,POPLATEK MESICNE,NRI account,1996-08-21,Single Owner
2622,1,POPLATEK MESICNE,Savings account,1996-08-21,Joint Account
10562,51,POPLATEK MESICNE,Salary account,1996-08-21,Single Owner
7099,1,POPLATEK MESICNE,NRI account,1996-08-20,Single Owner
166,17,POPLATEK MESICNE,Salary account,1996-08-20,Single Owner
1367,74,POPLATEK MESICNE,Savings account,1996-08-20,Single Owner
2795,11,POPLATEK MESICNE,Savings account,1996-08-20,Joint Account
7637,46,POPLATEK MESICNE,NRI account,1996-08-19,Joint Account
4010,30,POPLATEK MESICNE,Salary account,1996-08-19,Single Owner
4144,1,POPLATEK MESICNE,Salary account,1996-08-19,Joint Account
3347,4,POPLATEK MESICNE,Savings account,1996-08-19,Single Owner
2976,13,POPLATEK MESICNE,Salary account,1996-08-19,Single Owner
4480,58,POPLATEK MESICNE,Salary account,1996-08-19,Single Owner
4969,60,POPLATEK TYDNE,NRI account,1996-08-19,Single Owner
1274,54,POPLATEK TYDNE,Savings account,1996-08-19,Single Owner
3741,65,POPLATEK MESICNE,Salary account,1996-08-18,Single Owner
3311,8,POPLATEK MESICNE,NRI account,1996-08-18,Single Owner
656,3,POPLATEK MESICNE,Salary account,1996-08-18,Single Owner
1667,56,POPLATEK MESICNE,Savings account,1996-08-18,Joint Account
3789,6,POPLATEK MESICNE,Savings account,1996-08-18,Single Owner
8038,47,POPLATEK MESICNE,NRI account,1996-08-17,Single Owner
967,15,POPLATEK MESICNE,Salary account,1996-08-17,Single Owner
382,14,POPLATEK MESICNE,Savings account,1996-08-16,Single Owner
